Country,State,District,Year,Social Group Type,Land Area Size,Category Of Holdings,"Wholly Irrigated Holdings (UOM:Number), Scaling Factor:1","Area Of Wholly Irrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Wholly Unirrigated Holdings (UOM:Number), Scaling Factor:1","Area Of Wholly Unirrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Partially Irrigated Holdings (UOM:Number), Scaling Factor:1","Irrigated Area Of Partially Irrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Area Of Partially Irrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Holdings Receiving Irrigation (UOM:Number), Scaling Factor:1","Net Irrigated Area Of Holdings Receiving Irrigation (UOM:Ha(Hectare)), Scaling Factor:1"
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,291,710.525,288,684.938,0,0,0,291,710.525
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,1678,493.031,1005,281.332,393,23.345,39.32,2071,516.376
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,60,268.266,83,375.103,0,0,0,60,268.266
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,70,432.602,68,395.372,0,0,0,70,432.602
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,16,135.138,36,309.735,6,38.618,52.284,22,173.756
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,594,155.437,368,116.294,0,0,0,594,155.437
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,1811,1441.035,1407,1060.798,743,290.426,498.088,2554,1731.461
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,3471,5367.595,1834,2640.047,1376,1034.217,1781.208,4847,6401.812
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,148,1857.634,24,268.376,105,830.574,1363.872,253,2688.208
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,2290,5594.092,814,1932.296,549,707.621,1216.476,2839,6301.713
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,1007,3521.616,409,1410.774,315,609.964,1038.93,1322,4131.58
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,683,3031.081,276,1231.051,123,272.84,551.041,806,3303.921
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,871,5284.628,236,1423.759,159,573.061,918.708,1030,5857.689
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,301,2569.387,48,408.577,76,398.716,642.108,377,2968.103
India,Gujarat,Bharuch,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,1,23.017,0,0,0,0,0
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,5,8.373,15,21.65,3,3.137,3.682,8,11.51
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,1,0.59,6,5.28,1,0.309,0.809,2,0.899
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,0,0,15,4.392,6,1.584,2.64,6,1.584
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,6,52.358,0,0,0,0,0
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,16,95.007,1,3.017,5.028,1,3.017
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,22,96.754,7,19.068,31.78,7,19.068
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,5,20.96,28,93.133,7,14.351,23.918,12,35.311
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,20,50.133,38,88.676,21,27.441,49.797,41,77.574
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,1,14.589,0,0,0,0,0
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,38,63.409,61,78.643,37,27.034,49.833,75,90.443
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,1,0.98,20,16.205,16,7.562,12.604,17,8.542
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,4,2.989,47,14.525,26,5.083,8.471,30,8.072
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,3,25.817,20,170.813,0,0,0,3,25.817
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,1,10.475,18,104.047,31,111.015,189.411,32,121.49
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,7,33.589,56,249.075,6,14.202,28.403,13,47.791
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,12,40.794,89,301.749,31,74.856,109.723,43,115.65
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,46,120.3,114,271.106,63,86.154,151.986,109,206.454
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,3,35.666,4,20.8,45.846,4,20.8
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,0,0,515,721.998,402,300.381,569.927,402,300.381
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0,0,304,241.455,374,179.335,298.906,374,179.335
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,1925,966.299,7912,2864.196,1966,336.347,570.051,3891,1302.646
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,16,393.424,20,482.497,6,61.617,132.764,22,455.041
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,540,4603.427,1336,11304.234,616,2685.606,5202.049,1156,7289.033
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,1717,10180.044,4374,26109.561,1793,5334.627,10695.708,3510,15514.671
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,2140,9508.279,4354,19151.654,1557,3345.037,6865.978,3697,12853.316
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,3613,12424.037,8033,27311.332,2506,4205.828,8606.128,6119,16629.865
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,9156,21995.678,18601,44563.739,4150,4818.518,10137.52,13306,26814.196
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,355,4611.001,745,9119.215,353,1912.187,4415.278,708,6523.188
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,17872,28045.198,46492,67077.459,12960,8889.158,16890.656,30832,36934.356
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,9237,7909.954,29738,23350.505,7256,2815.809,4777.568,16493,10725.763
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,2,0.799,7,2.167,0,0,0,2,0.799
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,21,1986.638,25,1969.231,2,12.462,54.864,23,1999.1
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,6,50.671,0,0,0,0,0
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,1,5.767,12,74.949,0,0,0,1,5.767
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,7,29.739,3,13.257,0,0,0,7,29.739
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,2,6.516,7,26.116,3,7.065,8.227,5,13.581
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,4,8.019,2,5.211,0,0,0,4,8.019
India,Gujarat,Bhavnagar,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,15,212.838,0,0,0,0,0
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,0,0,3,4.085,0,0,0,0,0
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0,0,2,1.69,0,0,0,0,0
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,0,0,4,1.326,0,0,0,0,0
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,1,7.817,0,0,0,0,0
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,1,6.212,8,50.304,0,0,0,1,6.212
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,8,35.737,0,0,0,0,0
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,12,42.472,0,0,0,0,0
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,16,38.2,2,3.123,4.694,2,3.123
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,1,12.485,0,0,0,0,0
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,5,6.263,27,36.557,0,0,0,5,6.263
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,14,10.743,3,2.428,0,0,0,14,10.743
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,27,17.054,7,1.435,0,0,0,27,17.054
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,1,21.6,0,0,0,0,0,1,21.6
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,5,40.392,18,148.466,0,0,0,5,40.392
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,21,130.007,62,367.094,4,13.606,23.513,25,143.613
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,11,50.992,51,223.022,19,78.082,84.034,30,129.074
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,37,128.237,89,304.322,5,8.944,17.887,42,137.181
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,73,170.026,194,460.519,53,71.314,138.591,126,241.34
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,1,14.043,1,10.502,0,0,0,1,14.043
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,257,387.933,241,335.592,50,33.928,67.854,307,421.861
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,122,99.821,191,152.816,26,9.712,19.422,148,109.533
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,516,282.097,1911,706.952,682,118,196.672,1198,400.097
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,24,534.843,0,0,0,0,0
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,250,2105.699,766,6480.432,237,1094.216,2023.482,487,3199.915
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,1248,7452.034,2532,15235.682,585,1880.254,3513.021,1833,9332.288
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,1376,6045.904,2451,10857.105,477,1163.829,2160.967,1853,7209.733
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,2729,9338.321,4068,13984.353,558,1063.312,1922.811,3287,10401.633
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,7759,18600.719,8048,19518.684,711,959.148,1738.776,8470,19559.867
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,116,1451.466,405,4938.341,110,625.612,1313.803,226,2077.078
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,9812,15829.565,14984,22078.693,4046,2863.462,4795.834,13858,18693.027
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,3198,2823.197,7503,5885.124,2462,958.637,1606.049,5660,3781.834
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,6,1364.682,26,1664.851,0,0,0,6,1364.682
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,5,45.906,0,0,0,0,0
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,2,12.646,0,0,0,0,0
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,2,8.944,0,0,0,0,0
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,1,3.227,4,12.731,0,0,0,1,3.227
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,1,2.023,8,20.17,0,0,0,1,2.023
India,Gujarat,Botad,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,7,107.195,0,0,0,0,0
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,3547,1090.666,3181,891.792,41,11.035,15.927,3588,1101.701
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,1430,383.923,7124,2147.192,9,4.338,4.428,1439,388.261
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,2,59.49,8,1057.536,0,0,0,2,59.49
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,31,264.942,346,2871.012,7,51.855,59.36,38,316.797
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,173,1042.847,1573,9350.754,116,283.822,672.184,289,1326.669
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,190,855.139,1706,7576.741,55,114.343,246.959,245,969.482
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,337,1152.166,3150,10849.447,72,126.963,250.454,409,1279.129
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,1835,3952.654,7100,16870.21,200,228.049,476.363,2035,4180.703
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,21,228.098,126,1496.508,11,65.596,125.477,32,293.694
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,2630,3791.454,17959,25390.625,345,277.275,524.739,2975,4068.729
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,1865,1410.676,12204,9349.937,72,35.769,55.509,1937,1446.445
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,209,62.648,233,63.797,0,0,0,209,62.648
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,2,17.11,5,39.723,0,0,0,2,17.11
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,12,67.837,7,42.882,0,0,0,12,67.837
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,14,61.354,10,43.746,5,4.142,21.931,19,65.496
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,15,50.515,29,98.468,0,0,0,15,50.515
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,91,214.6,128,288.751,27,18.949,48.788,118,233.549
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,2,26.82,0,0,0,0,0
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,259,369.226,280,414.641,0,0,0,259,369.226
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,248,188.417,224,168.202,0,0,0,248,188.417
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,4,93.591,0,0,0,0,0,4,93.591
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,202,1693.867,150,1288.635,16,54.119,122.98,218,1747.986
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,818,4840.963,734,4373.375,54,135.156,316.179,872,4976.119
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,988,4381.724,723,3214.127,97,181.164,437.905,1085,4562.888
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,1774,6130.985,1400,4830.509,170,293.659,571.907,1944,6424.644
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,4004,9589.527,2919,6992.911,231,333.118,547.239,4235,9922.645
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,46,579.167,95,1245.759,12,111.337,221.692,58,690.504
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,8027,12238.779,6682,9517.652,2822,1899.501,3180.4,10849,14138.28
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,5410,4394.295,4490,3454.847,1589,587.317,986.406,6999,4981.612
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,3,204.707,1,21.519,0,0,0,3,204.707
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,1,8.327,0,0,0,0,0,1,8.327
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,1,6.204,0,0,0,0,0,1,6.204
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,1,4,0,0,0,0,0,1,4
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,1,1.232,2,3.124,0,0,0,1,1.232
India,Gujarat,Chhotaudepur,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,1,0.595,1,0.797,0,0,0,1,0.595
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,136,35.922,528,145.525,7,0.294,0.49,143,36.216
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,30,700.064,56,1338.228,0,0,0,30,700.064
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,440,3818.215,694,5973.354,4,11.552,40.581,444,3829.767
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,644,3960.636,1455,8904.586,0,0,0,644,3960.636
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,314,1408.097,905,4042.794,0,0,0,314,1408.097
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,367,1288.575,1136,3948.636,26,48.934,81.556,393,1337.509
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,452,1123.947,1299,3220.913,18,23.039,38.398,470,1146.986
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,412,5324.459,588,7501.323,16,50.757,221.77,428,5375.216
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,411,635.194,1532,2298.113,22,14.433,24.055,433,649.627
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,143,114.671,678,508.166,24,8.273,13.789,167,122.944
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0,0,1,5.32,0,0,0,0,0
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,0,0,2,8.7,0,0,0,0,0
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0,0,2,6.77,0,0,0,0,0
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,0,0,3,8.055,0,0,0,0,0
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,1,1.61,2,2.65,0,0,0,1,1.61
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0,0,2,1.121,0,0,0,0,0
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,2,10.36,2,10.99,0,0,0,2,10.36
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,1,4.08,1,4.62,0,0,0,1,4.08
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,4,13.54,3,11.041,0,0,0,4,13.54
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,5,13.46,1,2.454,0,0,0,5,13.46
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,1,15.2,0,0,0,0,0,1,15.2
India,Gujarat,Dang,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,0,0,1,1,6,5.658,9.43,6,5.658
